chinese_name,english_names,english_descriptions,chinese_spans,csi_category_stage_1,csi_consensus_spans,csi_or_not,csi_category_stage_2
芹香木耳,['sauteed black fungus with celery'],[''],芹香 木耳,0,,0,
尖椒炒肥肠,['sauteed pork intestines with hot pepper'],[''],尖椒 炒 肥肠,1,,1,
猪肉香菇水饺,['pork chinese mushroom dumplings'],[''],猪肉 香菇 水饺,1,,1,
肉末茄子,"['Eggplant with mince pork', 'braised aubergine with mince pork']","['', '']",肉末 茄子,0,,0,
雪豆鸡,['sauteed chicken with snow peas'],[''],雪豆 鸡,0,,0,
干锅牛蹄筋,['griddle cooked beef tendon'],[''],干锅 牛 蹄筋,1,,1,
椒盐拼盘,['salt and pepper platter'],['Salt and Pepper Chicken Fillet Spare Ribs Squid and King Prawn'],椒盐 拼盘,0,,0,
烧椒皮蛋,['chilli oil sauce cold dish'],[''],烧椒 皮蛋,1,,1,
酱火鸭粒黄金蛋炒饭,['xo golden egg fried rice with duck in xo sauce'],[''],酱火 鸭粒 黄金 炒饭 蛋炒饭,1,,1,
鹿肉酥,['venison puff'],[''],鹿肉 酥,1,,1,
烧烤鲈鱼片,['char-grilled perch fillet'],[''],烧烤 鲈鱼 片,1,,1,
珊瑚龙凤卷,['dragon and phoenix roll'],[''],珊瑚 卷 珊瑚龙凤卷 龙凤,2,珊瑚龙凤卷,1,
煮玉米,['poached corn'],[''],煮 玉米,0,,0,
杂菜炒面面,['mixed vegetable chow mein'],['Soft Crispy V'],杂菜 炒面 面,0,,0,
鸡肉潮州粉,['chicken chiu chow dumpling'],[''],鸡肉 潮州 粉,1,,1,
辣子鸡丁饭,['stir fried spicy chicken'],[''],辣子 子鸡 鸡丁 辣子鸡 辣子鸡丁 饭,1,,1,
水煮羊肉,['stir fried lamb with spring onions with spicy cumin'],[''],水煮 羊肉,2,,1,
酸菜鱼饭,['fish with pickled cabbage'],[''],酸菜 酸菜鱼 饭,1,,1,
酸辣土豆丝细切术卜酸味唐辛子炒,['stir fried beancurd slices'],['WITH CHINESE CHIVES'],酸辣 土豆 豆丝 土豆丝 细切术 卜 酸味 唐辛子 炒,1,,1,
斋酸辣汤,['vegetarian hot t sour soup'],[''],斋 酸辣 酸辣汤,0,,0,
京葱爆羊牛肉,['beijing hot wok sliced beef or mutton with spring onion'],"['Beef or Mutton, Spring Onion, Soy Sauce']",京 葱爆 羊 牛肉,1,,1,
葱油鸡,['chicken with scallion oil'],[''],葱油 油鸡 葱油鸡,1,,1,
鸡米汤,['chicken sweetcorn soup'],[''],鸡 米汤,0,,0,
虾仁炒饭,['stir-fried rice with shrimp'],[''],虾仁 炒饭,0,,0,0.0
香酱爆鸭丝,['sauteed shredded duck in soy sauce'],[''],香酱 爆鸭丝,1,,1,
海鲜炒饭,"['Wok fried rice with assorted seafood', 'assorted seafood fried rice']","['', 'Cơm chiên hải sản']",海鲜 炒饭,0,,0,
蒜蓉炒小白菜,['stir fried mini pak chinese with garlic'],[''],蒜蓉 炒 白菜 小白菜,1,,1,
小白菜蒜蓉清炒蚝油,['pak choi oyster sauces garlic stir fry'],['A93'],白菜 小白菜 蒜蓉 清炒 蚝油,1,,1,
西柠锅鸭,['fried breast of duck in lemon sauce'],[''],西柠锅 鸭,1,,1,
烤羊腿,['roast lamb leg  '],[''],烤羊 腿,0,,0,
干炒牛肉丝姜葱牛肉,['crispy shredded beef with chilli'],[''],干 炒 牛肉 丝 姜葱 牛肉,1,,1,
咖喱牛,['beef curry'],[''],咖喱 牛,0,,0,
沙嗲虾球粉丝煲,['braised king prawns and glass noodles in satay sauce'],[''],沙 嗲 虾球 粉丝 煲,1,,1,
酱爆乳鸽脯,['sauteed pigeon breast in xo sauce'],[''],酱 爆 乳鸽 脯,1,,1,
蒜茸芥兰,['sauteed chinese broccoli with mashed garlic '],[''],蒜茸 芥兰,0,,0,
中古鸡,['sweet and sour chicken cantonese style'],[''],中 古鸡,1,,1,
三鲜酸辣汤,['three delicacies seafood hot & sour soup'],"['King Prawn, Calamari, Scollop, Vinegar, Pepper']",三鲜 酸辣 酸辣汤,2,,1,
香煎菜肉包,['fried meat and vegetable bao'],[''],香 煎 菜 肉包,1,,1,
手工猪肉白菜水饺,['tanyan in sweet glutinous'],['Rice Wine'],手工 猪肉 白菜 水饺,1,,1,
金丝虾球,['braised shrimp'],[''],金丝 虾球,1,,1,
酱香肉丝饭,['shredded pork with soybean sauce'],[''],酱香 肉丝 饭,1,,1,
酱鸭翅,['duck wings in brown sauce'],[''],酱鸭 翅,1,,1,
香芒布丁,"['coconut moss dumplings with black sesame', 'Chinese mango pudding']","['', 'Pudding xoài']",香芒 布丁,0,,0,
萝卜包,['baozi stuffed with turnip'],[''],萝卜 包,0,,0,
姜汁菠菜,['ginger juice spinach'],[''],姜汁 菠菜,0,,0,
双味软炸鲜贝,['fried scallop in two flavors'],[''],双味 软炸 鲜贝,1,,1,
鸡丝面肉丝面,['wok fried shredded chicken fillet or pork with bean'],['SPROUTS and DRIED MUSHROOM OODLES'],鸡丝 面 肉丝 肉丝面,0,,0,
云吞汤面河粉乌冬,['won ton in soup with noodle rice stick udon'],[''],云吞 汤面 河粉 乌冬,1,,1,
小笼包,['xiao long bao'],[''],小笼 小笼包,0,,0,
椒香鳝段,['sauteed eel with peppers'],[''],椒 香鳝 段,1,,1,
沙爹鳝球,['fried eels with satay sauce'],[''],沙爹 鳝球,1,,1,
蒜茸蒸大虾,['steamed prawns with minced garlic'],[''],蒜茸 蒸 大虾,1,,1,
泰式煮什菌,"['boiled assorted mushrooms, thai style']",[''],泰式 煮 什菌,0,,0,
蒜蓉炒冬瓜,['stir fried sliced winter melon with garlic'],[''],蒜蓉 炒 冬瓜,0,,0,
蛋黄鸭卷,['duck rolls with egg yolk'],[''],蛋黄 鸭卷,1,,1,
生煎鸭肉包,['pan fried golden fragrant farm duck bun'],[''],生 煎 鸭肉 包,0,,0,
斋鱼香茄子,['vegetarian fish fragrant aubergine in hot pot'],[''],斋 鱼香 茄子 鱼香茄子,1,,1,
麻辣排骨饭,['hot spicy ribs'],[''],麻辣 排骨 排骨饭,1,,1,
花蟹蒸淮山,['steamed blue crabs with c inese yam'],[''],花蟹 蒸 淮山,1,,1,
辣炒墨鱼竹百叶,['sauteed spicy cuttleish and tofu skin'],[''],辣 炒 墨鱼 竹 百叶,1,,1,
咸蛋蒸黑豚肉饼,['braised lamb shank in curry sauce s'],[''],咸蛋 蒸黑豚 肉饼,2,,1,
腊肉红菜苔,['sauteed preserved pork with preserved vegetables'],[''],腊肉 红 菜苔,1,,1,
沙茶鱼头煲,['braised fish head with satay sauce in casserole'],[''],沙茶 鱼头 煲,1,,1,
芽菜肉绍炒饭,['egg fried rice with preserved vegetable and minced pork'],[''],芽 菜肉 绍 炒饭,1,,1,
清蒸猪脑,['steamed pig brain'],[''],清蒸 猪脑,0,,0,
扬洲炒饭,['yang chow fried rice'],[''],扬洲 炒饭,1,,1,
菜肉红油抄手,['pork and vegetable wontons'],['in Spicy Sauce'],菜肉 红油 抄手,1,,1,
沙爹豆腐,['tofu in satay and peanut sauce'],[''],沙爹 豆腐,1,,1,
蒜蓉西兰花饭,['stir fried broccoli with garlic'],[''],蒜蓉 西兰 兰花 西兰花 饭,1,,1,
冬虫草炖水鸭汤,['double boiled chicken soup with fish maw'],[''],虫草 冬虫草 炖 水 鸭汤,1,,1,
海鲜酸辣,['hot and sour soup with seafood'],[''],海鲜 酸辣,0,,0,
煮鸡蛋,['boiled egg'],[''],煮 鸡蛋,0,,0,
咖哩牛肉酥盒,['curry beef puff'],[''],咖哩 牛肉 酥盒,1,,1,
什锦冬瓜粒辔饭,['rice with white gourd and assorted meat in soup'],[''],什锦 冬瓜 粒辔饭,2,,1,
四川肉丝酸辣粉,['szechuan style sour spicy shredded pork with sweet potato noodles'],[''],四川 肉丝 酸辣 酸辣粉,1,,1,
芝士番茄猪扒焗饭,['pork chop tomato sauce with cheese baked rice'],[''],芝士 番茄 猪扒 焗 饭,0,,0,
蒜香烤鱼四鱼,['roast sea bass with garlicky sauce'],[''],蒜 香 烤鱼 四鱼,2,,1,
苏格兰手切羊肉,['canadian lobster sea bass blue crab king prawn fresh scallops'],['Scottish Sliced Lamb'],苏格兰 手切 羊肉,0,,0,
香槟杨枝甘露,['champagne mango cream with sago'],[''],香槟 杨枝 甘露,1,,1,
怀旧珍珠鸡,['lotus leaf rice with chicken and mushroom'],[''],怀旧 珍珠 珍珠鸡,2,,1,
姜葱焖活鲤鱼,['braised live carp with ginger and spring onion'],[''],姜葱 焖 活 鲤鱼,1,,1,
东来顺特制羊后腿,['donglaishun special lamb slices from the back leg of lamb'],[''],东来 东来顺 特制 羊 后腿,2,,1,
椒汁云呢拿汁,"['pan-fried superior steak with black pepper sauce, vanilla sauce']",[''],椒 汁 云呢拿 汁,1,,1,
广式海鲜炒面,['seafood chow mein cantonese style'],[''],广式 海鲜 炒面,0,,0,
蒜香椒盐肉排,['deep-fried spare ribs with minced garlic and spiced salt'],[''],蒜 香 椒盐 肉排,1,,1,
红油肘花,['sliced pork joint with chilli oil sauce'],[''],红油 肘花,1,,1,
豆豉豆腐,['sauteed tofu in black bean sauce'],[''],豆豉 豆腐,1,,1,
粟米鲜蟹肉羹,['classic prawn wonton soup'],[''],粟米 鲜 蟹肉 羹,1,,1,
卤水豆腐,['marinated tofu'],[''],卤水 豆腐,1,,1,
杏片芥末虾球,['wasabi prawns'],[''],杏片 芥末 虾球,1,,1,
三丝春卷,['spring rolls stuffed with three delicacies'],[''],三丝 春卷,1,,1,
辔椒田鸡,"[""sautéed frog's leg with pickled peppers""]","[""Frog's Leg, with Pickled Peppers""]",辔椒 田鸡,2,,1,
木瓜炖官燕,['stewed bird’s nest with papaya '],[''],木瓜 炖 官燕,2,,1,
锅仔鸡汤菌,['stewed mushrooms in chicken soup'],[''],锅仔 鸡汤 菌,1,,1,
剁椒仔鸡,['baby chicken with chopped salted chillies'],[''],剁 椒 仔鸡,1,,1,
火锅套餐,['hot pot set menu'],[''],火锅 套餐,0,,0,0.0
铁板海鲜玉子豆腐,['sizzling japanese egg tofu with assorted seafood'],"['Japanese Egg Tofu, King Prawns, Scollop, Calamari, Pak Choi']",铁板 海鲜 玉子 豆腐,1,,1,
枸杞浓汁烩凤筋,['braised chicken tendon with chinese wolfberry '],[''],枸杞 浓汁 烩 凤筋,2,,1,
蟹皇蒸烧卖,['pork and prawn dumplings topped with crab roe siu mai'],[''],蟹 皇蒸 烧卖,1,,1,
小笋烧牛肉,['braised beef with bamboo shoots'],[''],小笋 烧 牛肉,1,,1,
绿茶佛饼,['green team pancake'],[''],绿茶 佛饼,2,,1,
沸腾鱼,['boiled fish in chili oil'],[''],鱼 沸腾 沸腾鱼,2,沸腾鱼,1,2.0
咕噜大虾,['sweet and sour king prawn in batter'],[''],咕噜 大虾,1,,1,
素菜汤面,['noodle with vegetable in soup'],[''],素菜 汤面,0,,0,
梅花野菌饺,['supreme vegetarian dumplings v'],[''],梅花 野菌 饺,2,,1,
猪肉小笼包,['xiao long bao'],['Steamed dumplings with pork filling'],猪肉 小笼 小笼包,0,,0,
小葱拌豆腐,['tofu with spring onions'],[''],小葱 豆腐 小葱拌豆腐,0,,0,
鱼香茄子茄子辛味鱼介出汁炒,['fish fragrant aubergines'],[''],鱼香 茄子 鱼香茄子 茄子 辛味 鱼介 出汁 炒,2,,1,
鸿运蒸凤爪,['steamed chicken feet '],[''],鸿运 蒸 凤爪,2,,1,
炸奶皇包,['deep fried custard bun'],['spicy dishes;nut dishes;ingredient;special dietary needs please notify the staff who will be happy to help;LYS textindd'],炸奶 皇包,1,,1,
葱油叉烧酥,['baked barbecue pork puff'],[''],葱油 叉烧 酥,1,,1,
白灼基围虾,['boiled king prawns with soya sauce dip in shell'],[''],白灼 基围 虾,1,,1,
白汁烧裙边,['stewed turtle rim in cream sauce'],[''],白汁 烧 裙边,1,,1,
虾仔烧海参,['sea cucumber with shrimp roe'],[''],虾 仔烧 海参,1,,1,
凉拌猪肚,['spicy pork tripe'],[''],凉拌 猪肚,0,,0,
香酥鸭荷叶夹,['duck wrapped in lotus leaf'],[''],香酥 鸭 荷叶 夹,1,,1,
大白兔雪糕素食,['white rabbit ice cream lolly'],[''],大白 白兔 大白兔 雪糕 素食,2,,1,
羊肉黑椒豉椒姜葱咖沙爹,['sliced lamb in black pepper black bean ginger and spring onions curry satay sauce'],[''],羊肉 黑椒 豉椒 姜葱 咖沙爹,0,,0,
蚝油鲜鱿,['squid in oyster sauce'],[''],蚝油 鲜 鱿,1,,1,
酥炸春卷仔,['crispy mini spring rolls'],[''],酥炸 春卷 仔,1,,1,
古老鸡大虾,['sweet and sour chicken prawn'],[''],古老 鸡 大虾,2,,1,
鱼香牛肝菌,['yuxiang boletus sauteed with spicy garlic sauce '],[''],鱼香 牛肝菌,1,,1,
秘汁煎牛柳,['sautéed fillet steak cubes with aubergine'],[''],秘汁 煎 牛柳,1,,1,
火焰酱油炒饭,['honeycomb-like fried rice with soy sauce flambèed with whiskey'],"['Egg, Rice, Soy Sauce, Whiskey, Spring Onion']",火焰 酱油 炒饭,2,,1,
鲍汁糯米鸡,['mini glutinous rice with meat wrapped in lotus leaf'],['Please inform your host if you have any allergies food intolerances and or dietary requirements;V Vegetarian S Spicy Chef Recommendation'],鲍汁 糯米 糯米鸡,1,,1,
川味香肠,"['sausage, sichuan style']",[''],川味 香肠,1,,1,
鸡肉香菇烧麦,['chicken mushroom shaomai'],[''],鸡肉 香菇 烧麦,0,,0,
四川凉面,['deep fried pork with szechuan pepper corn'],[''],四川 凉面,1,,1,
圣女果,['cherry tomatoes'],[''],圣女 果,0,,0,0.0
牛油虾,['garlic butter prawns'],[''],牛油 虾,0,,0,
焗肉排,['baked spare ribs'],[''],焗 肉排,0,,0,
百花酿鸭,['k roast duck and prawns'],[''],百花 百花酿 鸭,1,,1,
陈皮牛肉,['tangerine-flavored beef'],[''],陈皮 牛肉,1,陈皮,1,
双椒拌面,['twin chilli mixed noodle-pickled red chitl grilled green chill minced pork'],[''],双椒 拌面,1,,1,
红烧家兔,['braised rabbit with soy sauce'],[''],红烧 家兔,1,,1,
烧汁烩南野山菌,['braised wild mushrooms in bbq sauce'],[''],烧汁 烩 南 野山 菌,2,,1,
咸鱼鸡豆腐煲,"['salted fish, chicken and tofu in casserole ']",[''],咸鱼 鸡 豆腐 煲,2,,1,
特色手工饺子拼盘,['mix pork dumplings platter'],[''],特色 手工 饺子 拼盘,1,,1,
肥肠炒土豆片,['special cooked pig intestines and potato'],[''],肥肠 炒 土豆 土豆片,0,,0,
香脆炸雪糕,['deep fried ice cream with honey syrup'],[''],香脆 炸 雪糕,0,,0,
筋头巴脑,['beef offal'],[''],筋头 巴脑,2,,1,
龙眼风味肠,['sausage stuffed with salty egg'],[''],龙眼 风味 肠,2,,1,
砂锅粉丝白菜豆腐煲,['pork belly and frozen tofu with preserved mustard leave stew'],[''],砂锅 粉丝 白菜 豆腐 煲,0,,0,
咸蛋黄珍宝蟹,['sauteed jumbo crab with salted egg yolk'],[''],咸蛋 黄 珍宝 蟹,2,,1,
烧味饭类,['honey char siu with rice'],[''],烧味 饭类,0,,0,
水果醪糟,['fermented glutinous rice soup with fruits'],[''],醪糟 水果,3,醪糟,1,2.0
冬菇鸡汤,['chicken and mushroom soup'],[''],冬菇 鸡汤,0,,0,
素彭家豆腐,"[""peng's beancurd""]",[''],素 彭家 豆腐,1,,1,
飘香辣子鸡,['crispy diced chicken with red chilli'],[''],飘香 辣子 子鸡 辣子鸡,2,,1,
叉烧白切鸡,['char siu and fragrant poached chicken'],[''],叉烧 白切 鸡,1,,1,
鼓香炒淡口芝士,['hakka paneer'],[''],鼓香 炒 淡口 芝士,2,,1,
炸圈饼,['doughnut'],[''],炸圈 饼,0,,0,
飘香白饭,['jasmine boiled rice'],"['Jasmine, Rice']",飘香 白饭,2,,1,
枸杞凉瓜,['bitter melon with chinese wolfberry'],[''],枸杞 凉瓜,0,,0,0.0
四川风味辔菜,['sichuanese pickled vegetables'],[''],四川 风味 辔 菜,1,,1,
素金菇炆伊面,['enoki mushroom braised e fu noodle v'],[''],素金菇 炆 伊面,1,,1,
玉米鸡浓汤,['sweet corn and chicken soup'],[''],玉米 鸡 浓汤,0,,0,
湘之味甜酒汤圆,['pork and chinese leaf dumpling in picked'],[''],湘之味 甜酒 汤圆,1,,1,
姜葱爆牛肉,['sauteed sliced beef with ginger and scallion'],[''],姜葱 爆 牛肉,1,,1,
狮子头饭,['rice with braised pork balls '],[''],狮子 狮子头 饭,2,,1,
宫保鸡,['kung po chicken'],[''],宫保 宫保鸡,1,,1,
酱炒海茸百合,['sauteed lily bulbs and seaweed with xo sauce'],[''],酱 炒 海茸 百合,1,,1,
鸡炒面面脆面,['chicken chow mein soft crispy'],[''],鸡 炒面 面脆面,2,,1,
芝麻虾,['sesame prawns on toast'],[''],芝麻 虾,0,,0,
姜葱炒带子,['pan fried scallop with ginger and spring onion'],[''],姜葱 炒 带子,1,,1,
铁板葱烧豆腐,['tofu with scallion served on sizzling iron plate '],[''],铁板 葱烧 豆腐,1,,1,
羊肉葱爆孜然,['sliced lamb with spring onions'],[''],羊肉 葱爆 孜然,1,,1,
自制荷叶饼,['home made pancake'],[''],自制 荷叶 饼,1,,1,
海皇一品汤,['stewed assorted seafood in casserole'],[''],海皇一品汤 一品 汤 海皇,2,海皇一品汤 一品,1,1.0
老火炖汤每日例汤,['chef special light soup of the day'],['Temporary special'],老火 炖汤 每日 例汤,2,,1,
桂花炒干贝,['sauteed scallops with osmanthus'],[''],桂花 炒 干贝,2,,1,
金肘菜胆炖散翅,['stewed shark fin with green vegetables and pig knuckle'],[''],金肘 翅 散 菜 胆炖,2,金肘,1,
豉油鸡饭,['marinated soy chicken'],[''],豉 油鸡 饭,1,,1,
京东肉饼,['jing dong recipe roast dough stuffed with minced pork'],"['Dough, Minced Pork, Spring Onion, Ginger']",京东 肉饼,1,,1,
口蘑菜胆,['sauteed green vegetable and mushrooms'],[''],口蘑 菜胆,0,,0,
红烧臭鳜鱼,['anhui province red braised fermented wild seabass'],[''],红烧 臭 鳜鱼,0,,0,
豉油鸡,['soya chicken'],[''],豉 油鸡,1,,1,
蒜蓉腐皮虾卷,['deep fried crispy tofu rolls with prawn'],[''],蒜蓉 腐皮 虾 卷,1,,1,
四宝烤麸,['marinated wheat gluten with peanuts and black fungus'],[''],四宝 烤麸,2,,1,
龙虾葱蛋黄蒜蓉蒸,['king prawns salty duck egg olk'],['Salt and Pepper Shell on Shell off;G6;Seasonal Price'],龙虾 葱 蛋黄 蒜蓉 蒸,1,,1,
蚝皇叉烧饱,['roast pork buns char siu bun'],[''],蚝皇叉烧包 蚝皇叉烧饱 蚝 蚝皇 饱 叉烧 叉烧包 皇,2,蚝皇 蚝皇叉烧饱 蚝皇叉烧包 叉烧包,1,-1.0
干锅香辣虾无克,['griddle cooked squid tentacles'],['L6'],干锅 香辣 香辣虾 无克,2,,1,
沙爹粉丝牛腩煲,['satay beef with vermicelli in pot'],[''],沙爹 粉丝 牛腩 煲,1,,1,
金沙大虾,['king prawn with salted egg yolk'],[''],金沙 大虾,2,,1,
红糖冰粉,['iced jelly with brown sugar syrup sweet fermented rice'],[''],红糖 冰粉,0,,0,
沙爹带子,['scallop in satay and peanut sauce'],[''],沙爹 带子,1,,1,
萝卜丝酥饼,['pan-fried turnip pancake'],[''],萝卜 萝卜丝 酥饼,0,,0,
左宗豆腐,['general tsuo’s tofu'],[''],左宗 豆腐,1,,1,
西汁猪扒,['cantonese style pork chops'],[''],西汁 猪扒,1,,1,
排骨拉面,['hand-pulled noodle with spare ribs '],[''],排骨 拉面,0,,0,
蚝皇鲜竹卷,['steamed tofu skin rolls with oyster sauce'],[''],蚝 皇鲜 竹卷,1,,1,
京葱鸡球,['chilli chicken with spring onion'],['Hot Bean Sauce'],京葱 鸡球,0,,0,
红焖羊肉,['braised lamb with soy sauce'],[''],红焖 羊肉,0,,0,
海鲜炒面,['mixed seafood fried noodle'],[''],海鲜 炒面,0,,0,0.0
豉椒鲜鱿饭,"['rice topped with squid, peppers and black bean sauce ']",[''],豉椒鲜 鱿饭,1,,1,
扬州凤鹅,"['steamed goose, yangzhou style']",[''],扬州 扬州凤鹅 凤鹅,1,扬州凤鹅,1,1.0
铁板孜然羊肉,['lamb with cumin served on sizzling iron plate'],[''],铁板 孜然 羊肉,0,,0,
擂茄子,['pounded aubergines'],[''],擂 茄子,2,,1,
爽口碧绿百叶,['beef tripe with green vegetable'],[''],爽口 碧绿 百叶,2,,1,
清炒芽菜,['stir fried bean sprouts'],[''],清炒 芽菜,0,,0,
白鳝豉汁蒸椒盐爆炒辣炒香辣,['eels steamed with black bean sauce salt and pepper stir fried'],['in Spicy chilli sauce deep fried with spicy Sichuan chilli and peppercorn'],白鳝 豉汁 蒸 椒盐 爆炒 辣 炒 香辣,2,,1,
盐水鹅肉,['goose meat cooked in brine'],[''],盐水 鹅肉,0,,0,
金元鲍红烧肉,['braised pork and abalone with soy sauce'],[''],金元 鲍 烧肉 红烧 红烧肉 金元鲍,2,金元鲍 红烧肉,1,1.0
碧绿叉烧肥肠,['steamed rice rolls with bbq pork intestines and vegetables'],[''],碧绿 叉烧 肥肠,2,,1,
芫爆素鳝,['sauteed black mushrooms with coriander'],[''],芫 爆素鳝,1,,1,
香辣猪扒,['hot and spicy pork chops'],[''],香辣 猪扒,0,,0,
虾带子和尚鱼,['king prawns fresh scallop monk fish'],[''],虾 带子 和尚 鱼,0,,0,
干煸四季豆饭,['stir fried green beans with mince pork'],[''],干煸 四季 四季豆 饭,0,,0,
木耳炒荷豆珠,['stir fried mange tout baby corn and tree mushrooms'],[''],木耳 炒 荷豆珠,0,,0,
麻辣拼盘,['ma la special mixed platter'],['Crispy Seaweed Veg Spring Rolls Salt and Pepper Squid;Shredded Smoked Chicken Sesame Prawn Baguette'],麻辣 拼盘,0,,0,
招牌素春卷,['baoziinn vegetable spring roll'],['Vegetable spring roll with carrots fungus cabbage glass noodles'],招牌 素 春卷,1,,1,
招牌咖喱,['house special curry'],[''],招牌 咖喱,0,,0,
椰丝糯米糍,['glutinous rice balls stuffed with coconut'],[''],椰丝 糯米 糍,0,,0,
蛋花炒鱼肚,['sauteed fish maw with scrambled egg   '],[''],蛋花 炒 鱼肚,0,,0,
清炖羊肉,['stewed lamb in clear soup'],[''],清炖 羊肉,0,,0,
回锅羊肉,['twice cooked lamb'],[''],羊肉 回锅 回锅羊肉,2,回锅羊肉,1,1.0
黄酒脆皮虾仁,['crispy shrimp with rice wine sauce'],[''],黄酒 脆皮 虾仁,1,,1,
